Yýl;Ýl Kodu;Ýl Adý;Ýlce Kodu;Ýlce Adý;Ürün Adý;Ekilen Alan(dekar);Hasat Edilen Alan(dekar);Üretim Miktari(ton);Verim (Kg/Dekar);Rakým (m);Ortalama Sýcaklýk (°C);Nem Oraný (%);Yaðýþ Oraný (mm);Güneþ Iþýðý (saat/gün);;;;;
2012;60;TOKAT;7;REÞADÝYE;Buðday (Durum) Kuru;  5 888;  5 888;  1 119;   190;330;13.2;68;545;6.8;;;;;
2012;60;TOKAT;7;REÞADÝYE;Buðday (Durum) Sulu;   ;   ;   ;   360;330;13.2;68;545;6.8;;;;;
2012;60;TOKAT;7;REÞADÝYE;Buðday (Diðer) Kuru;  58 879;  58 879;  11 776;   200;330;13.2;68;545;6.8;;;;;
2012;60;TOKAT;7;REÞADÝYE;Buðday (Diðer) Sulu;   ;   ;   ;   360;330;13.2;68;545;6.8;;;;;
2012;60;TOKAT;8;SULUSARAY;Buðday (Durum) Kuru;   ;   ;   ;   180;750;11.8;70;555;6.6;;;;;
2012;60;TOKAT;8;SULUSARAY;Buðday (Durum) Sulu;   ;   ;   ;   270;750;11.8;70;555;6.6;;;;;
2012;60;TOKAT;8;SULUSARAY;Buðday (Diðer) Kuru;  34 346;  34 346;  6 182;   180;750;11.8;70;555;6.6;;;;;
2012;60;TOKAT;8;SULUSARAY;Buðday (Diðer) Sulu;  9 813;  9 813;  2 650;   270;750;11.8;70;555;6.6;;;;;
2012;60;TOKAT;9;TURHAL;Buðday (Durum) Kuru;  34 003;  34 003;  7 141;   210;550;12.5;69;550;6.7;;;;;
2012;60;TOKAT;9;TURHAL;Buðday (Durum) Sulu;  9 813;  9 813;  3 582;   365;550;12.5;69;550;6.7;;;;;
2012;60;TOKAT;9;TURHAL;Buðday (Diðer) Kuru;  93 225;  93 225;  20 510;   220;550;12.5;69;550;6.7;;;;;
2012;60;TOKAT;9;TURHAL;Buðday (Diðer) Sulu;  48 084;  48 084;  19 234;   400;550;12.5;69;550;6.7;;;;;
2012;60;TOKAT;10;YEÞÝLYURT;Buðday (Durum) Kuru;   343;   343;   67;   195;700;12.1;69;555;6.7;;;;;
2012;60;TOKAT;10;YEÞÝLYURT;Buðday (Durum) Sulu;   49;   49;   13;   270;700;12.1;69;555;6.7;;;;;
2012;60;TOKAT;10;YEÞÝLYURT;Buðday (Diðer) Kuru;  26 319;  26 319;  5 659;   215;700;12.1;69;555;6.7;;;;;
2012;60;TOKAT;10;YEÞÝLYURT;Buðday (Diðer) Sulu;  8 832;  8 832;  2 517;   285;700;12.1;69;555;6.7;;;;;
2012;60;TOKAT;11;ZÝLE;Buðday (Durum) Kuru;  23 552;  23 552;  4 710;   200;700;12.1;69;555;6.7;;;;;
2012;60;TOKAT;11;ZÝLE;Buðday (Durum) Sulu;   981;   981;   294;   300;700;12.1;69;555;6.7;;;;;
2012;60;TOKAT;11;ZÝLE;Buðday (Diðer) Kuru;  258 905;  258 905;  54 370;   210;700;12.1;69;555;6.7;;;;;
2012;60;TOKAT;11;ZÝLE;Buðday (Diðer) Sulu;  109 088;  109 088;  38 181;   350;700;12.1;69;555;6.7;;;;;
2012;62;TUNCELÝ;0;MERKEZ;Buðday (Durum) Kuru;;;;   180;980;11.0;66;550;7.0;;;;;
2012;62;TUNCELÝ;0;MERKEZ;Buðday (Durum) Sulu;;;;   220;980;11.0;66;550;7.0;;;;;
2012;62;TUNCELÝ;0;MERKEZ;Buðday (Diðer) Kuru;  7 360;  7 360;  1 325;   180;980;11.0;66;550;7.0;;;;;
2012;62;TUNCELÝ;0;MERKEZ;Buðday (Diðer) Sulu;;;;   220;980;11.0;66;550;7.0;;;;;
2012;62;TUNCELÝ;1;ÇEMÝÞGEZEK;Buðday (Durum) Kuru;;;;   200;1030;10.5;67;555;6.9;;;;;
2012;62;TUNCELÝ;1;ÇEMÝÞGEZEK;Buðday (Durum) Sulu;;;;   245;1030;10.5;67;555;6.9;;;;;
2012;62;TUNCELÝ;1;ÇEMÝÞGEZEK;Buðday (Diðer) Kuru;  25 122;  25 122;  5 024;   200;1030;10.5;67;555;6.9;;;;;
2012;62;TUNCELÝ;1;ÇEMÝÞGEZEK;Buðday (Diðer) Sulu;;;;   245;1030;10.5;67;555;6.9;;;;;
2012;62;TUNCELÝ;2;HOZAT;Buðday (Durum) Kuru;;;;   160;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;2;HOZAT;Buðday (Durum) Sulu;;;;   190;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;2;HOZAT;Buðday (Diðer) Kuru;  10 304;  10 304;  1 649;   160;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;2;HOZAT;Buðday (Diðer) Sulu;;;;   190;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;3;MAZGÝRT;Buðday (Durum) Kuru;;;;   180;1200;10.2;67;550;7.0;;;;;
2012;62;TUNCELÝ;3;MAZGÝRT;Buðday (Durum) Sulu;;;;   220;1200;10.2;67;550;7.0;;;;;
2012;62;TUNCELÝ;3;MAZGÝRT;Buðday (Diðer) Kuru;  27 771;  27 771;  4 999;   180;1200;10.2;67;550;7.0;;;;;
2012;62;TUNCELÝ;3;MAZGÝRT;Buðday (Diðer) Sulu;;;;   220;1200;10.2;67;550;7.0;;;;;
2012;62;TUNCELÝ;4;NAZIMÝYE;Buðday (Durum) Kuru;;;;   150;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;4;NAZIMÝYE;Buðday (Durum) Sulu;;;;   198;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;4;NAZIMÝYE;Buðday (Diðer) Kuru;   853;   853;   128;   150;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;4;NAZIMÝYE;Buðday (Diðer) Sulu;;;;   198;1500;9.0;68;560;6.8;;;;;
2012;62;TUNCELÝ;5;OVACIK;Buðday (Durum) Sulu;;;;   200;1350;9.5;67;555;6.9;;;;;
2012;62;TUNCELÝ;5;OVACIK;Buðday (Diðer) Kuru;;;;   160;1350;9.5;67;555;6.9;;;;;
2012;62;TUNCELÝ;5;OVACIK;Buðday (Diðer) Sulu;  6 673;  6 673;  1 335;   200;1350;9.5;67;555;6.9;;;;;
2012;62;TUNCELÝ;6;PERTEK;Buðday (Durum) Kuru;;;;   180;1150;10.3;66;550;7.0;;;;;
2012;62;TUNCELÝ;6;PERTEK;Buðday (Durum) Sulu;;;;   220;1150;10.3;66;550;7.0;;;;;
2012;62;TUNCELÝ;6;PERTEK;Buðday (Diðer) Kuru;  35 769;  35 769;  6 438;   180;1150;10.3;66;550;7.0;;;;;
2012;62;TUNCELÝ;6;PERTEK;Buðday (Diðer) Sulu;;;;   220;1150;10.3;66;550;7.0;;;;;
2012;62;TUNCELÝ;7;PÜLÜMÜR;Buðday (Durum) Kuru;;;;   180;1200;10.2;67;550;7.0;;;;;
2012;62;TUNCELÝ;7;PÜLÜMÜR;Buðday (Durum) Sulu;;;;   220;1200;10.2;67;550;7.0;;;;;
2012;62;TUNCELÝ;7;PÜLÜMÜR;Buðday (Diðer) Kuru;  2 453;  2 453;   442;   180;1200;10.2;67;550;7.0;;;;;
2012;62;TUNCELÝ;7;PÜLÜMÜR;Buðday (Diðer) Sulu;;;;   220;1200;10.2;67;550;7.0;;;;;
2012;63;ÞANLIURFA;0;MERKEZ;Buðday (Durum) Kuru;  98 542;  98 542;  20 694;   210;518;19.8;56;430;8.1;;;;;
2012;63;ÞANLIURFA;0;MERKEZ;Buðday (Durum) Sulu;  48 460;  48 460;  19 869;   410;518;19.8;56;430;8.1;;;;;
2012;63;ÞANLIURFA;0;MERKEZ;Buðday (Diðer) Kuru;  200 000;  200 000;  46 000;   230;518;19.8;56;430;8.1;;;;;
2012;63;ÞANLIURFA;0;MERKEZ;Buðday (Diðer) Sulu;  100 000;  100 000;  46 000;   460;518;19.8;56;430;8.1;;;;;
2012;63;ÞANLIURFA;1;AKÇAKALE;Buðday (Durum) Kuru;  9 028;  9 028;  2 122;   235;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;1;AKÇAKALE;Buðday (Durum) Sulu;  54 169;  54 169;  25 459;   470;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;1;AKÇAKALE;Buðday (Diðer) Kuru;  36 112;  36 112;  9 353;   259;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;1;AKÇAKALE;Buðday (Diðer) Sulu;  175 000;  175 000;  78 750;   450;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;2;BÝRECÝK;Buðday (Durum) Kuru;  18 056;  18 056;  4 424;   245;480;19.6;56;425;8.1;;;;;
2012;63;ÞANLIURFA;2;BÝRECÝK;Buðday (Durum) Sulu;   ;   ;   ;   430;480;19.6;56;425;8.1;;;;;
2012;63;ÞANLIURFA;2;BÝRECÝK;Buðday (Diðer) Kuru;   ;   ;   ;   245;480;19.6;56;425;8.1;;;;;
2012;63;ÞANLIURFA;2;BÝRECÝK;Buðday (Diðer) Sulu;   ;   ;   ;   430;480;19.6;56;425;8.1;;;;;
2012;63;ÞANLIURFA;3;BOZOVA;Buðday (Durum) Kuru;  1 625;  1 625;   351;   216;550;19.4;57;430;8.0;;;;;
2012;63;ÞANLIURFA;3;BOZOVA;Buðday (Durum) Sulu;  19 410;  19 410;  7 764;   400;550;19.4;57;430;8.0;;;;;
2012;63;ÞANLIURFA;3;BOZOVA;Buðday (Diðer) Kuru;  6 516;  6 516;  1 407;   216;550;19.4;57;430;8.0;;;;;
2012;63;ÞANLIURFA;3;BOZOVA;Buðday (Diðer) Sulu;  53 447;  53 447;  23 089;   432;550;19.4;57;430;8.0;;;;;
2012;63;ÞANLIURFA;4;CEYLANPINAR;Buðday (Durum) Kuru;  25 279;  25 279;  3 590;   142;365;20.5;54;415;8.3;;;;;
2012;63;ÞANLIURFA;4;CEYLANPINAR;Buðday (Durum) Sulu;  19 568;  19 568;  8 806;   450;365;20.5;54;415;8.3;;;;;
2012;63;ÞANLIURFA;4;CEYLANPINAR;Buðday (Diðer) Kuru;  176 048;  176 048;  23 766;   135;365;20.5;54;415;8.3;;;;;
2012;63;ÞANLIURFA;4;CEYLANPINAR;Buðday (Diðer) Sulu;  302 441;  302 441;  145 172;   480;365;20.5;54;415;8.3;;;;;
2012;63;ÞANLIURFA;5;HALFETÝ;Buðday (Durum) Kuru;   ;   ;   ;   238;430;19.7;56;425;8.1;;;;;
2012;63;ÞANLIURFA;5;HALFETÝ;Buðday (Durum) Sulu;;;;   400;430;19.7;56;425;8.1;;;;;
2012;63;ÞANLIURFA;5;HALFETÝ;Buðday (Diðer) Kuru;   903;   903;   215;   238;430;19.7;56;425;8.1;;;;;
2012;63;ÞANLIURFA;5;HALFETÝ;Buðday (Diðer) Sulu;   451;   451;   180;   400;430;19.7;56;425;8.1;;;;;
2012;63;ÞANLIURFA;6;HARRAN;Buðday (Durum) Kuru;  5 417;  5 417;  1 219;   225;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;6;HARRAN;Buðday (Durum) Sulu;  30 696;  30 696;  13 506;   440;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;6;HARRAN;Buðday (Diðer) Kuru;  36 112;  36 112;  9 209;   255;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;6;HARRAN;Buðday (Diðer) Sulu;  72 225;  72 225;  31 201;   432;390;20.2;55;420;8.2;;;;;
2012;63;ÞANLIURFA;7;HÝLVAN;Buðday (Durum) Kuru;  5 530;  5 530;  1 073;   194;610;19.3;57;430;8.0;;;;;
2012;63;ÞANLIURFA;7;HÝLVAN;Buðday (Durum) Sulu;  2 808;  2 808;  1 061;   378;610;19.3;57;430;8.0;;;;;
2012;63;ÞANLIURFA;7;HÝLVAN;Buðday (Diðer) Kuru;  100 000;  100 000;  25 000;   250;610;19.3;57;430;8.0;;;;;
2012;63;ÞANLIURFA;7;HÝLVAN;Buðday (Diðer) Sulu;  95 698;  95 698;  44 021;   460;610;19.3;57;430;8.0;;;;;
2012;63;ÞANLIURFA;8;SÝVEREK;Buðday (Durum) Kuru;  265 426;  265 426;  66 357;   250;700;19.0;58;435;7.9;;;;;
2012;63;ÞANLIURFA;8;SÝVEREK;Buðday (Durum) Sulu;  424 310;  424 310;  203 669;   480;700;19.0;58;435;7.9;;;;;
2012;63;ÞANLIURFA;8;SÝVEREK;Buðday (Diðer) Kuru;  7 218;  7 218;  1 805;   250;700;19.0;58;435;7.9;;;;;
2012;63;ÞANLIURFA;8;SÝVEREK;Buðday (Diðer) Sulu;  54 169;  54 169;  23 401;   432;700;19.0;58;435;7.9;;;;;
2012;63;ÞANLIURFA;9;SURUÇ;Buðday (Durum) Kuru;  147 888;  147 888;  36 972;   250;540;19.6;56;430;8.1;;;;;
2012;63;ÞANLIURFA;9;SURUÇ;Buðday (Durum) Sulu;  14 617;  14 617;  7 016;   480;540;19.6;56;430;8.1;;;;;
2012;63;ÞANLIURFA;9;SURUÇ;Buðday (Diðer) Kuru;  1 806;  1 806;   468;   259;540;19.6;56;430;8.1;;;;;
2012;63;ÞANLIURFA;9;SURUÇ;Buðday (Diðer) Sulu;  11 737;  11 737;  5 704;   486;540;19.6;56;430;8.1;;;;;
2012;63;ÞANLIURFA;10;VÝRANÞEHÝR;Buðday (Durum) Kuru;  67 711;  67 711;  15 574;   230;570;19.4;57;430;8.0;;;;;
2012;63;ÞANLIURFA;10;VÝRANÞEHÝR;Buðday (Durum) Sulu;  302 441;  302 441;  136 098;   450;570;19.4;57;430;8.0;;;;;
2012;63;ÞANLIURFA;10;VÝRANÞEHÝR;Buðday (Diðer) Kuru;  12 000;  12 000;  2 880;   240;570;19.4;57;430;8.0;;;;;
2012;63;ÞANLIURFA;10;VÝRANÞEHÝR;Buðday (Diðer) Sulu;  62 000;  62 000;  28 148;   454;570;19.4;57;430;8.0;;;;;
2012;64;UÞAK;0;MERKEZ;Buðday (Durum) Kuru;  194 300;  194 300;  34 003;   175;919;13.5;67;520;7.2;;;;;
2012;64;UÞAK;0;MERKEZ;Buðday (Durum) Sulu;  1 963;  1 963;   730;   372;919;13.5;67;520;7.2;;;;;
2012;64;UÞAK;0;MERKEZ;Buðday (Diðer) Kuru;  32 383;  32 383;  5 829;   180;919;13.5;67;520;7.2;;;;;
2012;64;UÞAK;0;MERKEZ;Buðday (Diðer) Sulu;  4 907;  4 907;  1 835;   374;919;13.5;67;520;7.2;;;;;
2012;64;UÞAK;1;BANAZ;Buðday (Durum) Kuru;  137 984;  137 984;  25 527;   185;910;13.3;68;515;7.1;;;;;
2012;64;UÞAK;1;BANAZ;Buðday (Durum) Sulu;  9 911;  9 911;  3 717;   375;910;13.3;68;515;7.1;;;;;
2012;64;UÞAK;1;BANAZ;Buðday (Diðer) Kuru;  29 548;  29 548;  5 910;   200;910;13.3;68;515;7.1;;;;;
2012;64;UÞAK;1;BANAZ;Buðday (Diðer) Sulu;  1 963;  1 963;   813;   414;910;13.3;68;515;7.1;;;;;
2012;64;UÞAK;2;EÞME;Buðday (Durum) Kuru;  71 378;  71 378;  13 562;   190;824;14.0;66;525;7.3;;;;;
2012;64;UÞAK;2;EÞME;Buðday (Durum) Sulu;  4 183;  4 183;   899;   215;824;14.0;66;525;7.3;;;;;
2012;64;UÞAK;2;EÞME;Buðday (Diðer) Kuru;  10 049;  10 049;  1 960;   195;824;14.0;66;525;7.3;;;;;
2012;64;UÞAK;2;EÞME;Buðday (Diðer) Sulu;   991;   991;   228;   230;824;14.0;66;525;7.3;;;;;
2012;64;UÞAK;3;KARAHALLI;Buðday (Durum) Kuru;  30 421;  30 421;  5 932;   195;610;14.5;65;530;7.4;;;;;
2012;64;UÞAK;3;KARAHALLI;Buðday (Durum) Sulu;  1 227;  1 227;   393;   320;610;14.5;65;530;7.4;;;;;
2012;64;UÞAK;3;KARAHALLI;Buðday (Diðer) Kuru;  4 416;  4 416;   883;   200;610;14.5;65;530;7.4;;;;;
2012;64;UÞAK;3;KARAHALLI;Buðday (Diðer) Sulu;   736;   736;   243;   330;610;14.5;65;530;7.4;;;;;
2012;64;UÞAK;4;SÝVASLI;Buðday (Durum) Kuru;  75 954;  75 954;  13 292;   175;940;13.2;68;515;7.1;;;;;
2012;64;UÞAK;4;SÝVASLI;Buðday (Durum) Sulu;  3 435;  3 435;  1 202;   350;940;13.2;68;515;7.1;;;;;
2012;64;UÞAK;4;SÝVASLI;Buðday (Diðer) Kuru;  1 668;  1 668;   300;   180;940;13.2;68;515;7.1;;;;;
2012;64;UÞAK;4;SÝVASLI;Buðday (Diðer) Sulu;   294;   294;   103;   350;940;13.2;68;515;7.1;;;;;
2012;64;UÞAK;5;ULUBEY;Buðday (Durum) Kuru;  29 587;  29 587;  5 917;   200;700;14.3;66;525;7.3;;;;;
2012;64;UÞAK;5;ULUBEY;Buðday (Durum) Sulu;  4 382;  4 382;  1 534;   350;700;14.3;66;525;7.3;;;;;
2012;64;UÞAK;5;ULUBEY;Buðday (Diðer) Kuru;  12 610;  12 610;  2 522;   200;700;14.3;66;525;7.3;;;;;
2012;64;UÞAK;5;ULUBEY;Buðday (Diðer) Sulu;  1 766;  1 766;   636;   360;700;14.3;66;525;7.3;;;;;
2012;65;VAN;0;MERKEZ;Buðday (Durum) Kuru;;;;   80;1720;11.2;65;480;7.0;;;;;
2012;65;VAN;0;MERKEZ;Buðday (Durum) Sulu;;;;   130;1720;11.2;65;480;7.0;;;;;
2012;65;VAN;0;MERKEZ;Buðday (Diðer) Kuru;  166 824;  166 824;  13 346;   80;1720;11.2;65;480;7.0;;;;;
2012;65;VAN;0;MERKEZ;Buðday (Diðer) Sulu;  58 879;  58 879;  7 654;   130;1720;11.2;65;480;7.0;;;;;
2012;65;VAN;1;BAHÇESARAY;Buðday (Durum) Kuru;;;;   140;2300;10.0;67;490;6.9;;;;;
2012;65;VAN;1;BAHÇESARAY;Buðday (Durum) Sulu;;;;   210;2300;10.0;67;490;6.9;;;;;
2012;65;VAN;1;BAHÇESARAY;Buðday (Diðer) Kuru;  2 459;  2 459;   344;   140;2300;10.0;67;490;6.9;;;;;
2012;65;VAN;1;BAHÇESARAY;Buðday (Diðer) Sulu;  3 280;  3 280;   689;   210;2300;10.0;67;490;6.9;;;;;
2012;65;VAN;2;BAÞKALE;Buðday (Durum) Kuru;;;;   110;2450;9.5;68;500;6.8;;;;;
2012;65;VAN;2;BAÞKALE;Buðday (Durum) Sulu;;;;   200;2450;9.5;68;500;6.8;;;;;
2012;65;VAN;2;BAÞKALE;Buðday (Diðer) Kuru;  55 853;  55 853;  6 144;   110;2450;9.5;68;500;6.8;;;;;
2012;65;VAN;2;BAÞKALE;Buðday (Diðer) Sulu;  117 758;  117 758;  23 552;   200;2450;9.5;68;500;6.8;;;;;
2012;65;VAN;3;ÇALDIRAN;Buðday (Durum) Kuru;;;;   110;2050;10.5;66;485;7.0;;;;;
2012;65;VAN;3;ÇALDIRAN;Buðday (Durum) Sulu;;;;   200;2050;10.5;66;485;7.0;;;;;
2012;65;VAN;3;ÇALDIRAN;Buðday (Diðer) Kuru;  36 826;  36 826;  4 051;   110;2050;10.5;66;485;7.0;;;;;
2012;65;VAN;3;ÇALDIRAN;Buðday (Diðer) Sulu;  32 365;  32 365;  6 473;   200;2050;10.5;66;485;7.0;;;;;
2012;65;VAN;4;ÇATAK;Buðday (Durum) Kuru;;;;   90;1600;11.0;65;475;7.1;;;;;
2012;65;VAN;4;ÇATAK;Buðday (Durum) Sulu;;;;   150;1600;11.0;65;475;7.1;;;;;
2012;65;VAN;4;ÇATAK;Buðday (Diðer) Kuru;   785;   785;   71;   90;1600;11.0;65;475;7.1;;;;;
2012;65;VAN;4;ÇATAK;Buðday (Diðer) Sulu;  1 374;  1 374;   206;   150;1600;11.0;65;475;7.1;;;;;
2012;65;VAN;5;EDREMÝT;Buðday (Durum) Kuru;;;;   130;1700;11.3;64;470;7.2;;;;;
2012;65;VAN;5;EDREMÝT;Buðday (Durum) Sulu;;;;   210;1700;11.3;64;470;7.2;;;;;
2012;65;VAN;5;EDREMÝT;Buðday (Diðer) Kuru;  15 701;  15 701;  2 041;   130;1700;11.3;64;470;7.2;;;;;
2012;65;VAN;5;EDREMÝT;Buðday (Diðer) Sulu;  25 514;  25 514;  5 358;   210;1700;11.3;64;470;7.2;;;;;
2012;65;VAN;6;ERCÝÞ;Buðday (Durum) Kuru;;;;   100;1850;10.8;66;480;7.0;;;;;
2012;65;VAN;6;ERCÝÞ;Buðday (Durum) Sulu;;;;   200;1850;10.8;66;480;7.0;;;;;
2012;65;VAN;6;ERCÝÞ;Buðday (Diðer) Kuru;  55 935;  55 935;  5 594;   100;1850;10.8;66;480;7.0;;;;;
2012;65;VAN;6;ERCÝÞ;Buðday (Diðer) Sulu;  16 339;  16 339;  3 268;   200;1850;10.8;66;480;7.0;;;;;
2012;65;VAN;7;GEVAÞ;Buðday (Durum) Kuru;;;;   90;1750;11.2;65;475;7.1;;;;;
2012;65;VAN;7;GEVAÞ;Buðday (Durum) Sulu;;;;   190;1750;11.2;65;475;7.1;;;;;
2012;65;VAN;7;GEVAÞ;Buðday (Diðer) Kuru;   734;   734;   66;   90;1750;11.2;65;475;7.1;;;;;
2012;65;VAN;7;GEVAÞ;Buðday (Diðer) Sulu;  12 405;  12 405;  2 357;   190;1750;11.2;65;475;7.1;;;;;
2012;65;VAN;8;GÜRPINAR;Buðday (Durum) Kuru;;;;   100;2000;10.5;66;480;7.0;;;;;
2012;65;VAN;8;GÜRPINAR;Buðday (Durum) Sulu;;;;   150;2000;10.5;66;480;7.0;;;;;
2012;65;VAN;8;GÜRPINAR;Buðday (Diðer) Kuru;  34 346;  34 346;  3 435;   100;2000;10.5;66;480;7.0;;;;;
2012;65;VAN;8;GÜRPINAR;Buðday (Diðer) Sulu;  14 720;  14 720;  2 208;   150;2000;10.5;66;480;7.0;;;;;
2012;65;VAN;9;MURADÝYE;Buðday (Durum) Kuru;;;;   90;1800;10.7;66;475;7.1;;;;;
2012;65;VAN;9;MURADÝYE;Buðday (Durum) Sulu;;;;   170;1800;10.7;66;475;7.1;;;;;
2012;65;VAN;9;MURADÝYE;Buðday (Diðer) Kuru;  9 813;  9 813;   883;   90;1800;10.7;66;475;7.1;;;;;
2012;65;VAN;9;MURADÝYE;Buðday (Diðer) Sulu;  36 799;  36 799;  6 256;   170;1800;10.7;66;475;7.1;;;;;
2012;65;VAN;10;ÖZALP;Buðday (Durum) Kuru;;;;   90;2200;10.0;67;490;6.9;;;;;
2012;65;VAN;10;ÖZALP;Buðday (Durum) Sulu;;;;   170;2200;10.0;67;490;6.9;;;;;
2012;65;VAN;10;ÖZALP;Buðday (Diðer) Kuru;  125 903;  125 903;  11 331;   90;2200;10.0;67;490;6.9;;;;;
2012;65;VAN;10;ÖZALP;Buðday (Diðer) Sulu;  5 839;  5 839;   993;   170;2200;10.0;67;490;6.9;;;;;
2012;65;VAN;11;SARAY;Buðday (Durum) Kuru;;;;   90;2250;9.8;68;495;6.8;;;;;
2012;65;VAN;11;SARAY;Buðday (Durum) Sulu;;;;   170;2250;9.8;68;495;6.8;;;;;
2012;65;VAN;11;SARAY;Buðday (Diðer) Kuru;   245;   245;   22;   90;2250;9.8;68;495;6.8;;;;;
2012;65;VAN;11;SARAY;Buðday (Diðer) Sulu;  51 028;  51 028;  8 675;   170;2250;9.8;68;495;6.8;;;;;
2012;66;YOZGAT;0;MERKEZ;Buðday (Durum) Kuru;   228;   228;   46;   200;1300;11.0;65;520;7.1;;;;;
2012;66;YOZGAT;0;MERKEZ;Buðday (Durum) Sulu;   49;   49;   17;   350;1300;11.0;65;520;7.1;;;;;
2012;66;YOZGAT;0;MERKEZ;Buðday (Diðer) Kuru;  405 005;  405 005;  81 001;   200;1300;11.0;65;520;7.1;;;;;
2012;66;YOZGAT;0;MERKEZ;Buðday (Diðer) Sulu;  44 159;  44 159;  15 456;   350;1300;11.0;65;520;7.1;;;;;
2012;66;YOZGAT;1;AKDAÐMADENÝ;Buðday (Durum) Kuru;  29 439;  29 439;  5 741;   195;1380;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;1;AKDAÐMADENÝ;Buðday (Durum) Sulu;  5 888;  5 888;  1 708;   290;1380;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;1;AKDAÐMADENÝ;Buðday (Diðer) Kuru;  137 384;  137 384;  27 477;   200;1380;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;1;AKDAÐMADENÝ;Buðday (Diðer) Sulu;  29 636;  29 636;  8 891;   300;1380;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;2;AYDINCIK;Buðday (Durum) Kuru;   ;   ;   ;   170;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;2;AYDINCIK;Buðday (Durum) Sulu;   ;   ;   ;   280;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;2;AYDINCIK;Buðday (Diðer) Kuru;  34 346;  34 346;  5 839;   170;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;2;AYDINCIK;Buðday (Diðer) Sulu;  31 402;  31 402;  8 793;   280;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;3;BOÐAZLIYAN;Buðday (Durum) Kuru;   ;   ;   ;   200;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;3;BOÐAZLIYAN;Buðday (Durum) Sulu;   ;   ;   ;   350;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;3;BOÐAZLIYAN;Buðday (Diðer) Kuru;  294 640;  294 640;  58 928;   200;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;3;BOÐAZLIYAN;Buðday (Diðer) Sulu;  108 386;  108 386;  37 935;   350;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;4;ÇANDIR;Buðday (Durum) Kuru;  19 626;  19 626;  3 729;   190;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;4;ÇANDIR;Buðday (Durum) Sulu;  1 472;  1 472;   500;   340;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;4;ÇANDIR;Buðday (Diðer) Kuru;  20 608;  20 608;  3 916;   190;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;4;ÇANDIR;Buðday (Diðer) Sulu;   981;   981;   334;   340;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;5;ÇAYIRALAN;Buðday (Durum) Kuru;  76 543;  76 543;  13 395;   175;1370;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;5;ÇAYIRALAN;Buðday (Durum) Sulu;  10 794;  10 794;  2 968;   275;1370;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;5;ÇAYIRALAN;Buðday (Diðer) Kuru;  25 514;  25 514;  4 848;   190;1370;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;5;ÇAYIRALAN;Buðday (Diðer) Sulu;  6 869;  6 869;  2 061;   300;1370;10.5;66;530;7.0;;;;;
2012;66;YOZGAT;6;ÇEKEREK;Buðday (Durum) Kuru;  10 794;  10 794;  2 105;   195;1280;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;6;ÇEKEREK;Buðday (Durum) Sulu;   981;   981;   334;   340;1280;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;6;ÇEKEREK;Buðday (Diðer) Kuru;  88 318;  88 318;  17 664;   200;1280;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;6;ÇEKEREK;Buðday (Diðer) Sulu;  12 792;  12 792;  4 349;   340;1280;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;7;KADIÞEHRÝ;Buðday (Durum) Kuru;  24 533;  24 533;  4 171;   170;1350;10.7;65;520;7.1;;;;;
