İl Adı,İlce Kodu,İlce Adı,Ürün Adı,Verim (Kg/Dekar)
KOCAELİ,11,İZMİT,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   260
KOCAELİ,11,İZMİT,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   229
KOCAELİ,12,KARTEPE,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   290
KOCAELİ,12,KARTEPE,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   220
KOCAELİ,12,KARTEPE,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   230
KOCAELİ,12,KARTEPE,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   190
KONYA,5,AKÖREN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
KONYA,5,AKÖREN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   153
KONYA,6,AKŞEHİR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   327
KONYA,6,AKŞEHİR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
KONYA,7,ALTINEKİN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
KONYA,7,ALTINEKİN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   260
KONYA,8,BEYŞEHİR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   240
KONYA,8,BEYŞEHİR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   218
KONYA,9,BOZKIR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
KONYA,9,BOZKIR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   130
KONYA,10,CİHANBEYLİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
KONYA,10,CİHANBEYLİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   136
KONYA,10,CİHANBEYLİ,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   301
KONYA,10,CİHANBEYLİ,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   80
KONYA,11,ÇELTİK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   180
KONYA,11,ÇELTİK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
KONYA,12,ÇUMRA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   388
KONYA,12,ÇUMRA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   55
KONYA,14,DEREBUCAK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   191
KONYA,14,DEREBUCAK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
KONYA,15,DOĞANHİSAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   426
KONYA,15,DOĞANHİSAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   300
KONYA,16,EMİRGAZİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   235
KONYA,16,EMİRGAZİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   200
KONYA,17,EREĞLİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
KONYA,17,EREĞLİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
KONYA,18,GÜNEYSINIR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   267
KONYA,18,GÜNEYSINIR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   200
KONYA,20,HALKAPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
KONYA,20,HALKAPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   270
KONYA,21,HÜYÜK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
KONYA,21,HÜYÜK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   109
KONYA,22,ILGIN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
KONYA,22,ILGIN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
KONYA,23,KADINHANI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
KONYA,23,KADINHANI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
KONYA,23,KADINHANI,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   355
KONYA,23,KADINHANI,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   95
KONYA,24,KARAPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   327
KONYA,24,KARAPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
KONYA,24,KARAPINAR,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   246
KONYA,24,KARAPINAR,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
KONYA,1,KARATAY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   422
KONYA,1,KARATAY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   310
KONYA,25,KULU,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   191
KONYA,25,KULU,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   155
KONYA,2,MERAM,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   426
KONYA,2,MERAM,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   330
KONYA,26,SARAYÖNÜ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   213
KONYA,26,SARAYÖNÜ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   130
KONYA,3,SELÇUKLU,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   377
KONYA,3,SELÇUKLU,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
KONYA,29,TUZLUKÇU,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   120
KONYA,29,TUZLUKÇU,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   87
KONYA,31,YUNAK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   164
KONYA,31,YUNAK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   120
KÜTAHYA,1,ALTINTAŞ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   273
KÜTAHYA,1,ALTINTAŞ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
KÜTAHYA,2,ASLANAPA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   200
KÜTAHYA,2,ASLANAPA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
KÜTAHYA,3,ÇAVDARHİSAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   93
KÜTAHYA,3,ÇAVDARHİSAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   55
KÜTAHYA,4,DOMANİÇ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   65
KÜTAHYA,4,DOMANİÇ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   50
KÜTAHYA,5,DUMLUPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   160
KÜTAHYA,5,DUMLUPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   136
KÜTAHYA,6,EMET,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   100
KÜTAHYA,6,EMET,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   86
KÜTAHYA,7,GEDİZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   145
KÜTAHYA,7,GEDİZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   104
KÜTAHYA,8,HİSARCIK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   230
KÜTAHYA,8,HİSARCIK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   120
KÜTAHYA,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   297
KÜTAHYA,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   136
KÜTAHYA,9,PAZARLAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   50
KÜTAHYA,9,PAZARLAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   35
KÜTAHYA,10,SİMAV,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   109
KÜTAHYA,10,SİMAV,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   87
KÜTAHYA,11,ŞAPHANE,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   136
KÜTAHYA,11,ŞAPHANE,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   87
KÜTAHYA,12,TAVŞANLI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   200
KÜTAHYA,12,TAVŞANLI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   170
MANİSA,2,AKHİSAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   200
MANİSA,2,AKHİSAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   100
MANİSA,4,DEMİRCİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   180
MANİSA,4,DEMİRCİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   100
MANİSA,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   82
MANİSA,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   60
KAHRAMANMARAŞ,1,AFŞİN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   191
KAHRAMANMARAŞ,1,AFŞİN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   140
KAHRAMANMARAŞ,2,ANDIRIN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   136
KAHRAMANMARAŞ,2,ANDIRIN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   123
KAHRAMANMARAŞ,4,EKİNÖZÜ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
KAHRAMANMARAŞ,4,EKİNÖZÜ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   280
KAHRAMANMARAŞ,5,ELBİSTAN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
KAHRAMANMARAŞ,5,ELBİSTAN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   260
KAHRAMANMARAŞ,6,GÖKSUN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   250
KAHRAMANMARAŞ,6,GÖKSUN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   200
KAHRAMANMARAŞ,8,PAZARCIK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   240
KAHRAMANMARAŞ,8,PAZARCIK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   190
KAHRAMANMARAŞ,9,TÜRKOĞLU,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   220
KAHRAMANMARAŞ,9,TÜRKOĞLU,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
MUĞLA,2,DALAMAN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
MUĞLA,2,DALAMAN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
MUĞLA,2,DALAMAN,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   310
MUĞLA,2,DALAMAN,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
MUŞ,1,BULANIK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
MUŞ,1,BULANIK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   400
MUŞ,2,HASKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   270
MUŞ,2,HASKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   400
MUŞ,3,KORKUT,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   300
MUŞ,3,KORKUT,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   400
MUŞ,4,MALAZGİRT,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
MUŞ,4,MALAZGİRT,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   400
MUŞ,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   246
MUŞ,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   400
MUŞ,5,VARTO,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   320
MUŞ,5,VARTO,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   400
NEVŞEHİR,4,GÜLŞEHİR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
NEVŞEHİR,4,GÜLŞEHİR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   250
NEVŞEHİR,5,HACIBEKTAŞ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   191
NEVŞEHİR,5,HACIBEKTAŞ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   93
NİĞDE,2,BOR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   136
NİĞDE,2,BOR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   100
SAKARYA,1,FERİZLİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   270
SAKARYA,1,FERİZLİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   246
SAKARYA,4,GEYVE,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   170
SAKARYA,4,GEYVE,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   136
SAKARYA,7,KARASU,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   320
SAKARYA,7,KARASU,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   260
SAKARYA,8,KAYNARCA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
SAKARYA,8,KAYNARCA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   273
SAKARYA,2,SÖĞÜTLÜ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
SAKARYA,2,SÖĞÜTLÜ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   300
SAKARYA,12,TARAKLI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   170
SAKARYA,12,TARAKLI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   136
SAKARYA,13,ADAPAZARI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
SAKARYA,13,ADAPAZARI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   278
SAKARYA,15,ERENLER,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
SAKARYA,15,ERENLER,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   246
SAKARYA,16,SERDİVAN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
SAKARYA,16,SERDİVAN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   240
SAMSUN,4,BAFRA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   380
SAMSUN,4,BAFRA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   355
SAMSUN,6,HAVZA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
SAMSUN,6,HAVZA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   355
SAMSUN,8,LADİK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   398
SAMSUN,8,LADİK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   317
SAMSUN,13,VEZİRKÖPRÜ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
SAMSUN,13,VEZİRKÖPRÜ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   355
SİVAS,5,GEMEREK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   191
SİVAS,5,GEMEREK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   100
SİVAS,7,GÜRÜN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   115
SİVAS,7,GÜRÜN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   100
SİVAS,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   136
SİVAS,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   120
SİVAS,13,ŞARKIŞLA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   126
SİVAS,13,ŞARKIŞLA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   100
TEKİRDAĞ,1,ÇERKEZKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   160
TEKİRDAĞ,1,ÇERKEZKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
TEKİRDAĞ,2,ÇORLU,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
TEKİRDAĞ,2,ÇORLU,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
TEKİRDAĞ,3,HAYRABOLU,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   175
TEKİRDAĞ,3,HAYRABOLU,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
TEKİRDAĞ,3,HAYRABOLU,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   169
TEKİRDAĞ,3,HAYRABOLU,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
TEKİRDAĞ,4,MALKARA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   267
TEKİRDAĞ,4,MALKARA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
TEKİRDAĞ,4,MALKARA,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   224
TEKİRDAĞ,4,MALKARA,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
TEKİRDAĞ,5,MARMARAEREĞLİSİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   322
TEKİRDAĞ,5,MARMARAEREĞLİSİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   169
TEKİRDAĞ,5,MARMARAEREĞLİSİ,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   257
TEKİRDAĞ,5,MARMARAEREĞLİSİ,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
TEKİRDAĞ,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   158
TEKİRDAĞ,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
TEKİRDAĞ,0,MERKEZ,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   273
TEKİRDAĞ,0,MERKEZ,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
TEKİRDAĞ,6,MURATLI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   317
TEKİRDAĞ,6,MURATLI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
TEKİRDAĞ,6,MURATLI,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   246
TEKİRDAĞ,6,MURATLI,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   158
TEKİRDAĞ,7,SARAY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   327
TEKİRDAĞ,7,SARAY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   198
TEKİRDAĞ,7,SARAY,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   273
TEKİRDAĞ,7,SARAY,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
TEKİRDAĞ,8,ŞARKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
TEKİRDAĞ,8,ŞARKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   164
TEKİRDAĞ,8,ŞARKÖY,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   164
TEKİRDAĞ,8,ŞARKÖY,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
TOKAT,2,ARTOVA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   119
TOKAT,2,ARTOVA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   100
TOKAT,4,ERBAA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   355
TOKAT,4,ERBAA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   246
TOKAT,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   311
TOKAT,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
TOKAT,6,PAZAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   355
TOKAT,6,PAZAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   120
TOKAT,8,SULUSARAY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
TOKAT,8,SULUSARAY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
TOKAT,9,TURHAL,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   366
TOKAT,9,TURHAL,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   224
TOKAT,11,ZİLE,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
TOKAT,11,ZİLE,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
ŞANLIURFA,4,CEYLANPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
ŞANLIURFA,4,CEYLANPINAR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
ŞANLIURFA,4,CEYLANPINAR,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   213
ŞANLIURFA,4,CEYLANPINAR,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
ŞANLIURFA,5,HALFETİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   164
ŞANLIURFA,5,HALFETİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   109
ŞANLIURFA,8,SİVEREK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
ŞANLIURFA,8,SİVEREK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
ŞANLIURFA,8,SİVEREK,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   213
ŞANLIURFA,8,SİVEREK,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
UŞAK,1,BANAZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   121
UŞAK,1,BANAZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   108
UŞAK,2,EŞME,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   230
UŞAK,2,EŞME,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
UŞAK,3,KARAHALLI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   200
UŞAK,3,KARAHALLI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   190
UŞAK,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   140
UŞAK,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   115
UŞAK,4,SİVASLI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   147
UŞAK,4,SİVASLI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   96
UŞAK,5,ULUBEY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   170
UŞAK,5,ULUBEY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   109
YOZGAT,2,AYDINCIK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   169
YOZGAT,2,AYDINCIK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   136
YOZGAT,3,BOĞAZLIYAN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   191
YOZGAT,3,BOĞAZLIYAN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   136
YOZGAT,4,ÇANDIR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   190
YOZGAT,4,ÇANDIR,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   169
YOZGAT,5,ÇAYIRALAN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   200
YOZGAT,5,ÇAYIRALAN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
YOZGAT,6,ÇEKEREK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   351
YOZGAT,6,ÇEKEREK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   246
YOZGAT,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   296
YOZGAT,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
YOZGAT,8,SARAYKENT,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   160
YOZGAT,8,SARAYKENT,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   126
YOZGAT,9,SARIKAYA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
YOZGAT,9,SARIKAYA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   147
YOZGAT,10,SORGUN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
YOZGAT,10,SORGUN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   180
YOZGAT,11,ŞEFAATLİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   191
YOZGAT,11,ŞEFAATLİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   175
YOZGAT,13,YERKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   270
YOZGAT,13,YERKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   213
YOZGAT,13,YERKÖY,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   290
YOZGAT,13,YERKÖY,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   250
ZONGULDAK,2,ÇAYCUMA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   131
ZONGULDAK,2,ÇAYCUMA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   250
ZONGULDAK,5,GÖKÇEBEY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   140
ZONGULDAK,5,GÖKÇEBEY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   200
AKSARAY,1,AĞAÇÖREN,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   246
AKSARAY,1,AĞAÇÖREN,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   191
AKSARAY,2,ESKİL,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   289
AKSARAY,2,ESKİL,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
AKSARAY,2,ESKİL,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   169
AKSARAY,2,ESKİL,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   100
AKSARAY,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   377
AKSARAY,0,MERKEZ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   150
AKSARAY,0,MERKEZ,Ayçiçeği (Yağlık) 2. Ekiliş Sulu,   202
AKSARAY,0,MERKEZ,Ayçiçeği (Yağlık) 2. Ekiliş Kuru,   120
AKSARAY,5,ORTAKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   426
AKSARAY,5,ORTAKÖY,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   93
AKSARAY,6,SARIYAHŞİ,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   382
AKSARAY,6,SARIYAHŞİ,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   200
KARAMAN,1,AYRANCI,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   344
KARAMAN,1,AYRANCI,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   235
KARAMAN,2,BAŞYAYLA,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   310
KARAMAN,2,BAŞYAYLA,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   270
KARAMAN,3,ERMENEK,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   300
KARAMAN,3,ERMENEK,Ayçiçeği (Yağlık) 1. Ekiliş Kuru,   270
KARAMAN,4,KAZIMKARABEKİR,Ayçiçeği (Yağlık) 1. Ekiliş Sulu,   338
