İl Adı,İlce Kodu,İlce Adı,Ürün Adı,Verim (Kg/Dekar)
HATAY,11,YAYLADAĞI,Buğday (Durum) Sulu,   400
HATAY,11,YAYLADAĞI,Buğday (Diğer) Kuru,   230
HATAY,11,YAYLADAĞI,Buğday (Diğer) Sulu,   400
ISPARTA,0,MERKEZ,Buğday (Durum) Kuru,   190
ISPARTA,0,MERKEZ,Buğday (Durum) Sulu,   260
ISPARTA,0,MERKEZ,Buğday (Diğer) Kuru,   200
ISPARTA,0,MERKEZ,Buğday (Diğer) Sulu,   260
ISPARTA,1,AKSU,Buğday (Durum) Kuru,   190
ISPARTA,1,AKSU,Buğday (Durum) Sulu,   230
ISPARTA,1,AKSU,Buğday (Diğer) Kuru,   190
ISPARTA,1,AKSU,Buğday (Diğer) Sulu,   230
ISPARTA,2,ATABEY,Buğday (Durum) Kuru,   160
ISPARTA,2,ATABEY,Buğday (Durum) Sulu,   220
ISPARTA,2,ATABEY,Buğday (Diğer) Kuru,   160
ISPARTA,2,ATABEY,Buğday (Diğer) Sulu,   220
ISPARTA,3,EĞİRDİR,Buğday (Durum) Kuru,   150
ISPARTA,3,EĞİRDİR,Buğday (Durum) Sulu,   250
ISPARTA,3,EĞİRDİR,Buğday (Diğer) Kuru,   150
ISPARTA,3,EĞİRDİR,Buğday (Diğer) Sulu,   250
ISPARTA,4,GELENDOST,Buğday (Durum) Kuru,   175
ISPARTA,4,GELENDOST,Buğday (Durum) Sulu,   270
ISPARTA,4,GELENDOST,Buğday (Diğer) Kuru,   190
ISPARTA,4,GELENDOST,Buğday (Diğer) Sulu,   270
ISPARTA,5,GÖNEN,Buğday (Durum) Kuru,   180
ISPARTA,5,GÖNEN,Buğday (Durum) Sulu,   270
ISPARTA,5,GÖNEN,Buğday (Diğer) Kuru,   180
ISPARTA,5,GÖNEN,Buğday (Diğer) Sulu,   270
ISPARTA,6,KEÇİBORLU,Buğday (Durum) Kuru,   190
ISPARTA,6,KEÇİBORLU,Buğday (Durum) Sulu,   260
ISPARTA,6,KEÇİBORLU,Buğday (Diğer) Kuru,   220
ISPARTA,6,KEÇİBORLU,Buğday (Diğer) Sulu,   270
ISPARTA,7,SENİRKENT,Buğday (Durum) Kuru,   200
ISPARTA,7,SENİRKENT,Buğday (Durum) Sulu,   270
ISPARTA,7,SENİRKENT,Buğday (Diğer) Kuru,   220
ISPARTA,7,SENİRKENT,Buğday (Diğer) Sulu,   270
ISPARTA,8,SÜTÇÜLER,Buğday (Durum) Kuru,   200
ISPARTA,8,SÜTÇÜLER,Buğday (Durum) Sulu,   260
ISPARTA,8,SÜTÇÜLER,Buğday (Diğer) Kuru,   200
ISPARTA,8,SÜTÇÜLER,Buğday (Diğer) Sulu,   260
ISPARTA,9,ŞARKİKARAAĞAÇ,Buğday (Durum) Kuru,   210
ISPARTA,9,ŞARKİKARAAĞAÇ,Buğday (Durum) Sulu,   235
ISPARTA,9,ŞARKİKARAAĞAÇ,Buğday (Diğer) Kuru,   220
ISPARTA,9,ŞARKİKARAAĞAÇ,Buğday (Diğer) Sulu,   255
ISPARTA,10,ULUBORLU,Buğday (Durum) Kuru,   200
ISPARTA,10,ULUBORLU,Buğday (Durum) Sulu,   260
ISPARTA,10,ULUBORLU,Buğday (Diğer) Kuru,   200
ISPARTA,10,ULUBORLU,Buğday (Diğer) Sulu,   260
ISPARTA,11,YALVAÇ,Buğday (Durum) Kuru,   195
ISPARTA,11,YALVAÇ,Buğday (Durum) Sulu,   325
ISPARTA,11,YALVAÇ,Buğday (Diğer) Kuru,   200
ISPARTA,11,YALVAÇ,Buğday (Diğer) Sulu,   340
ISPARTA,12,YENİŞARBADEMLİ,Buğday (Durum) Kuru,   200
ISPARTA,12,YENİŞARBADEMLİ,Buğday (Durum) Sulu,   260
ISPARTA,12,YENİŞARBADEMLİ,Buğday (Diğer) Kuru,   200
ISPARTA,12,YENİŞARBADEMLİ,Buğday (Diğer) Sulu,   260
MERSİN,1,ANAMUR,Buğday (Durum) Kuru,   200
MERSİN,1,ANAMUR,Buğday (Durum) Sulu,   400
MERSİN,1,ANAMUR,Buğday (Diğer) Kuru,   200
MERSİN,1,ANAMUR,Buğday (Diğer) Sulu,   400
MERSİN,2,AYDINCIK,Buğday (Durum) Kuru,   180
MERSİN,2,AYDINCIK,Buğday (Durum) Sulu,   250
MERSİN,2,AYDINCIK,Buğday (Diğer) Kuru,   180
MERSİN,2,AYDINCIK,Buğday (Diğer) Sulu,   250
MERSİN,3,BOZYAZI,Buğday (Durum) Kuru,   165
MERSİN,3,BOZYAZI,Buğday (Durum) Sulu,   454
MERSİN,3,BOZYAZI,Buğday (Diğer) Kuru,   165
MERSİN,3,BOZYAZI,Buğday (Diğer) Sulu,   454
MERSİN,4,ÇAMLIYAYLA,Buğday (Durum) Kuru,   216
MERSİN,4,ÇAMLIYAYLA,Buğday (Durum) Sulu,   350
MERSİN,4,ÇAMLIYAYLA,Buğday (Diğer) Kuru,   216
MERSİN,4,ÇAMLIYAYLA,Buğday (Diğer) Sulu,   350
MERSİN,5,ERDEMLİ,Buğday (Durum) Kuru,   180
MERSİN,5,ERDEMLİ,Buğday (Durum) Sulu,   200
MERSİN,5,ERDEMLİ,Buğday (Diğer) Kuru,   180
MERSİN,5,ERDEMLİ,Buğday (Diğer) Sulu,   200
MERSİN,6,GÜLNAR,Buğday (Durum) Kuru,   216
MERSİN,6,GÜLNAR,Buğday (Durum) Sulu,   350
MERSİN,6,GÜLNAR,Buğday (Diğer) Kuru,   216
MERSİN,6,GÜLNAR,Buğday (Diğer) Sulu,   350
MERSİN,7,MUT,Buğday (Durum) Kuru,   205
MERSİN,7,MUT,Buğday (Durum) Sulu,   405
MERSİN,7,MUT,Buğday (Diğer) Kuru,   216
MERSİN,7,MUT,Buğday (Diğer) Sulu,   390
MERSİN,8,SİLİFKE,Buğday (Durum) Kuru,   170
MERSİN,8,SİLİFKE,Buğday (Durum) Sulu,   454
MERSİN,8,SİLİFKE,Buğday (Diğer) Kuru,   170
MERSİN,8,SİLİFKE,Buğday (Diğer) Sulu,   454
MERSİN,9,TARSUS,Buğday (Durum) Kuru,   259
MERSİN,9,TARSUS,Buğday (Durum) Sulu,   454
MERSİN,9,TARSUS,Buğday (Diğer) Kuru,   259
MERSİN,9,TARSUS,Buğday (Diğer) Sulu,   454
MERSİN,10,AKDENİZ,Buğday (Durum) Kuru,   324
MERSİN,10,AKDENİZ,Buğday (Durum) Sulu,   454
MERSİN,10,AKDENİZ,Buğday (Diğer) Kuru,   324
MERSİN,10,AKDENİZ,Buğday (Diğer) Sulu,   454
MERSİN,11,MEZİTLİ,Buğday (Durum) Kuru,   200
MERSİN,11,MEZİTLİ,Buğday (Durum) Sulu,   300
MERSİN,11,MEZİTLİ,Buğday (Diğer) Kuru,   200
MERSİN,11,MEZİTLİ,Buğday (Diğer) Sulu,   300
MERSİN,12,TOROSLAR,Buğday (Durum) Kuru,   270
MERSİN,12,TOROSLAR,Buğday (Durum) Sulu,   370
MERSİN,12,TOROSLAR,Buğday (Diğer) Kuru,   270
MERSİN,12,TOROSLAR,Buğday (Diğer) Sulu,   370
MERSİN,13,YENİŞEHİR,Buğday (Durum) Kuru,   170
MERSİN,13,YENİŞEHİR,Buğday (Durum) Sulu,   230
MERSİN,13,YENİŞEHİR,Buğday (Diğer) Kuru,   170
MERSİN,13,YENİŞEHİR,Buğday (Diğer) Sulu,   230
İSTANBUL,2,AVCILAR,Buğday (Durum) Kuru,   378
İSTANBUL,2,AVCILAR,Buğday (Durum) Sulu,   450
İSTANBUL,2,AVCILAR,Buğday (Diğer) Kuru,   378
İSTANBUL,2,AVCILAR,Buğday (Diğer) Sulu,   450
İSTANBUL,21,PENDİK,Buğday (Durum) Kuru,   220
İSTANBUL,21,PENDİK,Buğday (Durum) Sulu,   230
İSTANBUL,21,PENDİK,Buğday (Diğer) Kuru,   220
İSTANBUL,21,PENDİK,Buğday (Diğer) Sulu,   230
İSTANBUL,24,TUZLA,Buğday (Durum) Kuru,   300
İSTANBUL,24,TUZLA,Buğday (Durum) Sulu,   310
İSTANBUL,24,TUZLA,Buğday (Diğer) Kuru,   300
İSTANBUL,24,TUZLA,Buğday (Diğer) Sulu,   310
İSTANBUL,28,BÜYÜKÇEKMECE,Buğday (Durum) Kuru,   400
İSTANBUL,28,BÜYÜKÇEKMECE,Buğday (Durum) Sulu,   410
İSTANBUL,28,BÜYÜKÇEKMECE,Buğday (Diğer) Kuru,   400
İSTANBUL,28,BÜYÜKÇEKMECE,Buğday (Diğer) Sulu,   410
İSTANBUL,29,ÇATALCA,Buğday (Durum) Kuru,   432
İSTANBUL,29,ÇATALCA,Buğday (Durum) Sulu,   442
İSTANBUL,29,ÇATALCA,Buğday (Diğer) Kuru,   432
İSTANBUL,29,ÇATALCA,Buğday (Diğer) Sulu,   442
İSTANBUL,30,SİLİVRİ,Buğday (Durum) Kuru,   432
İSTANBUL,30,SİLİVRİ,Buğday (Durum) Sulu,   442
İSTANBUL,30,SİLİVRİ,Buğday (Diğer) Kuru,   432
İSTANBUL,30,SİLİVRİ,Buğday (Diğer) Sulu,   442
İSTANBUL,32,ŞİLE,Buğday (Durum) Kuru,   200
İSTANBUL,32,ŞİLE,Buğday (Durum) Sulu,   400
İSTANBUL,32,ŞİLE,Buğday (Diğer) Kuru,   200
İSTANBUL,32,ŞİLE,Buğday (Diğer) Sulu,   400
İSTANBUL,33,ARNAVUTKÖY,Buğday (Durum) Kuru,   432
İSTANBUL,33,ARNAVUTKÖY,Buğday (Durum) Sulu,   452
İSTANBUL,33,ARNAVUTKÖY,Buğday (Diğer) Kuru,   432
İSTANBUL,33,ARNAVUTKÖY,Buğday (Diğer) Sulu,   452
İSTANBUL,35,BAŞAKŞEHİR,Buğday (Durum) Kuru,   378
İSTANBUL,35,BAŞAKŞEHİR,Buğday (Durum) Sulu,   398
İSTANBUL,35,BAŞAKŞEHİR,Buğday (Diğer) Kuru,   378
İSTANBUL,35,BAŞAKŞEHİR,Buğday (Diğer) Sulu,   398
İSTANBUL,36,BEYLİKDÜZÜ,Buğday (Durum) Kuru,   360
İSTANBUL,36,BEYLİKDÜZÜ,Buğday (Durum) Sulu,   380
İSTANBUL,36,BEYLİKDÜZÜ,Buğday (Diğer) Kuru,   360
İSTANBUL,36,BEYLİKDÜZÜ,Buğday (Diğer) Sulu,   380
İSTANBUL,38,ESENYURT,Buğday (Durum) Kuru,   400
İSTANBUL,38,ESENYURT,Buğday (Durum) Sulu,   432
İSTANBUL,38,ESENYURT,Buğday (Diğer) Kuru,   400
İSTANBUL,38,ESENYURT,Buğday (Diğer) Sulu,   432
İSTANBUL,39,SANCAKTEPE,Buğday (Durum) Kuru,   360
İSTANBUL,39,SANCAKTEPE,Buğday (Durum) Sulu,   400
İSTANBUL,39,SANCAKTEPE,Buğday (Diğer) Kuru,   360
İSTANBUL,39,SANCAKTEPE,Buğday (Diğer) Sulu,   400
İZMİR,1,BALÇOVA,Buğday (Durum) Kuru,   350
İZMİR,1,BALÇOVA,Buğday (Durum) Sulu,   450
İZMİR,1,BALÇOVA,Buğday (Diğer) Kuru,   350
İZMİR,1,BALÇOVA,Buğday (Diğer) Sulu,   450
İZMİR,2,BORNOVA,Buğday (Durum) Kuru,   300
İZMİR,2,BORNOVA,Buğday (Durum) Sulu,   400
İZMİR,2,BORNOVA,Buğday (Diğer) Kuru,   300
İZMİR,2,BORNOVA,Buğday (Diğer) Sulu,   400
İZMİR,3,BUCA,Buğday (Durum) Kuru,   300
İZMİR,3,BUCA,Buğday (Durum) Sulu,   450
İZMİR,3,BUCA,Buğday (Diğer) Kuru,   300
İZMİR,3,BUCA,Buğday (Diğer) Sulu,   450
İZMİR,4,ÇİĞLİ,Buğday (Durum) Kuru,   310
İZMİR,4,ÇİĞLİ,Buğday (Durum) Sulu,   450
İZMİR,4,ÇİĞLİ,Buğday (Diğer) Kuru,   310
İZMİR,4,ÇİĞLİ,Buğday (Diğer) Sulu,   450
İZMİR,5,GAZİEMİR,Buğday (Durum) Kuru,   310
İZMİR,5,GAZİEMİR,Buğday (Durum) Sulu,   390
İZMİR,5,GAZİEMİR,Buğday (Diğer) Kuru,   310
İZMİR,5,GAZİEMİR,Buğday (Diğer) Sulu,   390
İZMİR,6,GÜZELBAHÇE,Buğday (Durum) Kuru,   310
İZMİR,6,GÜZELBAHÇE,Buğday (Durum) Sulu,   450
İZMİR,6,GÜZELBAHÇE,Buğday (Diğer) Kuru,   310
İZMİR,6,GÜZELBAHÇE,Buğday (Diğer) Sulu,   450
İZMİR,9,NARLIDERE,Buğday (Durum) Kuru,   350
İZMİR,9,NARLIDERE,Buğday (Durum) Sulu,   450
İZMİR,9,NARLIDERE,Buğday (Diğer) Kuru,   350
İZMİR,9,NARLIDERE,Buğday (Diğer) Sulu,   450
İZMİR,10,ALİAĞA,Buğday (Durum) Kuru,   300
İZMİR,10,ALİAĞA,Buğday (Durum) Sulu,   470
İZMİR,10,ALİAĞA,Buğday (Diğer) Kuru,   300
İZMİR,10,ALİAĞA,Buğday (Diğer) Sulu,   470
İZMİR,11,BAYINDIR,Buğday (Durum) Kuru,   310
İZMİR,11,BAYINDIR,Buğday (Durum) Sulu,   500
İZMİR,11,BAYINDIR,Buğday (Diğer) Kuru,   310
İZMİR,11,BAYINDIR,Buğday (Diğer) Sulu,   500
İZMİR,12,BERGAMA,Buğday (Durum) Kuru,   290
İZMİR,12,BERGAMA,Buğday (Durum) Sulu,   425
İZMİR,12,BERGAMA,Buğday (Diğer) Kuru,   300
İZMİR,12,BERGAMA,Buğday (Diğer) Sulu,   500
İZMİR,13,BEYDAĞ,Buğday (Durum) Kuru,   300
İZMİR,13,BEYDAĞ,Buğday (Durum) Sulu,   378
İZMİR,13,BEYDAĞ,Buğday (Diğer) Kuru,   300
İZMİR,13,BEYDAĞ,Buğday (Diğer) Sulu,   378
İZMİR,14,ÇEŞME,Buğday (Durum) Kuru,   250
İZMİR,14,ÇEŞME,Buğday (Durum) Sulu,   300
İZMİR,14,ÇEŞME,Buğday (Diğer) Kuru,   250
İZMİR,14,ÇEŞME,Buğday (Diğer) Sulu,   300
İZMİR,15,DİKİLİ,Buğday (Durum) Kuru,   310
İZMİR,15,DİKİLİ,Buğday (Durum) Sulu,   450
İZMİR,15,DİKİLİ,Buğday (Diğer) Kuru,   310
İZMİR,15,DİKİLİ,Buğday (Diğer) Sulu,   500
İZMİR,16,FOÇA,Buğday (Durum) Kuru,   310
İZMİR,16,FOÇA,Buğday (Durum) Sulu,   450
İZMİR,16,FOÇA,Buğday (Diğer) Kuru,   310
İZMİR,16,FOÇA,Buğday (Diğer) Sulu,   450
İZMİR,17,KARABURUN,Buğday (Durum) Kuru,   225
İZMİR,17,KARABURUN,Buğday (Durum) Sulu,   400
İZMİR,17,KARABURUN,Buğday (Diğer) Kuru,   225
İZMİR,17,KARABURUN,Buğday (Diğer) Sulu,   400
İZMİR,18,KEMALPAŞA,Buğday (Durum) Kuru,   310
İZMİR,18,KEMALPAŞA,Buğday (Durum) Sulu,   390
İZMİR,18,KEMALPAŞA,Buğday (Diğer) Kuru,   310
İZMİR,18,KEMALPAŞA,Buğday (Diğer) Sulu,   390
İZMİR,19,KINIK,Buğday (Durum) Kuru,   300
İZMİR,19,KINIK,Buğday (Durum) Sulu,   440
İZMİR,19,KINIK,Buğday (Diğer) Kuru,   300
İZMİR,19,KINIK,Buğday (Diğer) Sulu,   440
İZMİR,20,KİRAZ,Buğday (Durum) Kuru,   200
İZMİR,20,KİRAZ,Buğday (Durum) Sulu,   325
İZMİR,20,KİRAZ,Buğday (Diğer) Kuru,   200
İZMİR,20,KİRAZ,Buğday (Diğer) Sulu,   325
İZMİR,21,MENDERES,Buğday (Durum) Kuru,   310
İZMİR,21,MENDERES,Buğday (Durum) Sulu,   445
İZMİR,21,MENDERES,Buğday (Diğer) Kuru,   310
İZMİR,21,MENDERES,Buğday (Diğer) Sulu,   460
İZMİR,22,MENEMEN,Buğday (Durum) Kuru,   310
İZMİR,22,MENEMEN,Buğday (Durum) Sulu,   450
İZMİR,22,MENEMEN,Buğday (Diğer) Kuru,   310
İZMİR,22,MENEMEN,Buğday (Diğer) Sulu,   450
İZMİR,23,ÖDEMİŞ,Buğday (Durum) Kuru,   300
İZMİR,23,ÖDEMİŞ,Buğday (Durum) Sulu,   450
İZMİR,23,ÖDEMİŞ,Buğday (Diğer) Kuru,   300
İZMİR,23,ÖDEMİŞ,Buğday (Diğer) Sulu,   450
İZMİR,24,SEFERİHİSAR,Buğday (Durum) Kuru,   300
İZMİR,24,SEFERİHİSAR,Buğday (Durum) Sulu,   369
İZMİR,24,SEFERİHİSAR,Buğday (Diğer) Kuru,   300
İZMİR,24,SEFERİHİSAR,Buğday (Diğer) Sulu,   369
İZMİR,25,SELÇUK,Buğday (Durum) Kuru,   310
İZMİR,25,SELÇUK,Buğday (Durum) Sulu,   450
İZMİR,25,SELÇUK,Buğday (Diğer) Kuru,   310
İZMİR,25,SELÇUK,Buğday (Diğer) Sulu,   450
İZMİR,26,TİRE,Buğday (Durum) Kuru,   310
İZMİR,26,TİRE,Buğday (Durum) Sulu,   450
İZMİR,26,TİRE,Buğday (Diğer) Kuru,   310
İZMİR,26,TİRE,Buğday (Diğer) Sulu,   450
İZMİR,27,TORBALI,Buğday (Durum) Kuru,   310
İZMİR,27,TORBALI,Buğday (Durum) Sulu,   450
İZMİR,27,TORBALI,Buğday (Diğer) Kuru,   310
İZMİR,27,TORBALI,Buğday (Diğer) Sulu,   450
İZMİR,28,URLA,Buğday (Durum) Kuru,   300
İZMİR,28,URLA,Buğday (Durum) Sulu,   400
İZMİR,28,URLA,Buğday (Diğer) Kuru,   300
İZMİR,28,URLA,Buğday (Diğer) Sulu,   400
KARS,0,MERKEZ,Buğday (Durum) Kuru,   160
KARS,0,MERKEZ,Buğday (Durum) Sulu,   220
KARS,0,MERKEZ,Buğday (Diğer) Kuru,   160
KARS,0,MERKEZ,Buğday (Diğer) Sulu,   220
KARS,1,AKYAKA,Buğday (Durum) Kuru,   150
KARS,1,AKYAKA,Buğday (Durum) Sulu,   220
KARS,1,AKYAKA,Buğday (Diğer) Kuru,   150
KARS,1,AKYAKA,Buğday (Diğer) Sulu,   220
KARS,2,ARPAÇAY,Buğday (Durum) Kuru,   150
KARS,2,ARPAÇAY,Buğday (Durum) Sulu,   220
KARS,2,ARPAÇAY,Buğday (Diğer) Kuru,   150
KARS,2,ARPAÇAY,Buğday (Diğer) Sulu,   220
KARS,3,DİGOR,Buğday (Durum) Kuru,   150
KARS,3,DİGOR,Buğday (Durum) Sulu,   220
KARS,3,DİGOR,Buğday (Diğer) Kuru,   150
KARS,3,DİGOR,Buğday (Diğer) Sulu,   220
KARS,4,KAĞIZMAN,Buğday (Durum) Kuru,   160
KARS,4,KAĞIZMAN,Buğday (Durum) Sulu,   220
KARS,4,KAĞIZMAN,Buğday (Diğer) Kuru,   160
KARS,4,KAĞIZMAN,Buğday (Diğer) Sulu,   220
KARS,5,SARIKAMIŞ,Buğday (Durum) Kuru,   110
KARS,5,SARIKAMIŞ,Buğday (Durum) Sulu,   200
KARS,5,SARIKAMIŞ,Buğday (Diğer) Kuru,   110
KARS,5,SARIKAMIŞ,Buğday (Diğer) Sulu,   200
KARS,6,SELİM,Buğday (Durum) Kuru,   150
KARS,6,SELİM,Buğday (Durum) Sulu,   220
KARS,6,SELİM,Buğday (Diğer) Kuru,   150
KARS,6,SELİM,Buğday (Diğer) Sulu,   220
KARS,7,SUSUZ,Buğday (Durum) Kuru,   150
KARS,7,SUSUZ,Buğday (Durum) Sulu,   220
KARS,7,SUSUZ,Buğday (Diğer) Kuru,   150
KARS,7,SUSUZ,Buğday (Diğer) Sulu,   220
KASTAMONU,0,MERKEZ,Buğday (Durum) Kuru,   160
KASTAMONU,0,MERKEZ,Buğday (Durum) Sulu,   250
KASTAMONU,0,MERKEZ,Buğday (Diğer) Kuru,   160
KASTAMONU,0,MERKEZ,Buğday (Diğer) Sulu,   250
KASTAMONU,1,ABANA,Buğday (Durum) Kuru,   125
KASTAMONU,1,ABANA,Buğday (Durum) Sulu,   200
KASTAMONU,1,ABANA,Buğday (Diğer) Kuru,   125
KASTAMONU,1,ABANA,Buğday (Diğer) Sulu,   200
KASTAMONU,2,AĞLI,Buğday (Durum) Kuru,   125
KASTAMONU,2,AĞLI,Buğday (Durum) Sulu,   200
KASTAMONU,2,AĞLI,Buğday (Diğer) Kuru,   125
KASTAMONU,2,AĞLI,Buğday (Diğer) Sulu,   200
KASTAMONU,3,ARAÇ,Buğday (Durum) Kuru,   200
KASTAMONU,3,ARAÇ,Buğday (Durum) Sulu,   250
KASTAMONU,3,ARAÇ,Buğday (Diğer) Kuru,   200
KASTAMONU,3,ARAÇ,Buğday (Diğer) Sulu,   250
KASTAMONU,4,AZDAVAY,Buğday (Durum) Kuru,   110
KASTAMONU,4,AZDAVAY,Buğday (Durum) Sulu,   180
KASTAMONU,4,AZDAVAY,Buğday (Diğer) Kuru,   110
KASTAMONU,4,AZDAVAY,Buğday (Diğer) Sulu,   180
KASTAMONU,5,BOZKURT,Buğday (Durum) Kuru,   125
KASTAMONU,5,BOZKURT,Buğday (Durum) Sulu,   200
KASTAMONU,5,BOZKURT,Buğday (Diğer) Kuru,   125
KASTAMONU,5,BOZKURT,Buğday (Diğer) Sulu,   200
KASTAMONU,6,CİDE,Buğday (Durum) Kuru,   200
KASTAMONU,6,CİDE,Buğday (Durum) Sulu,   250
KASTAMONU,6,CİDE,Buğday (Diğer) Kuru,   200
KASTAMONU,6,CİDE,Buğday (Diğer) Sulu,   250
KASTAMONU,7,ÇATALZEYTİN,Buğday (Durum) Kuru,   180
KASTAMONU,7,ÇATALZEYTİN,Buğday (Durum) Sulu,   230
KASTAMONU,7,ÇATALZEYTİN,Buğday (Diğer) Kuru,   180
KASTAMONU,7,ÇATALZEYTİN,Buğday (Diğer) Sulu,   230
KASTAMONU,8,DADAY,Buğday (Durum) Kuru,   150
KASTAMONU,8,DADAY,Buğday (Durum) Sulu,   230
KASTAMONU,8,DADAY,Buğday (Diğer) Kuru,   150
KASTAMONU,8,DADAY,Buğday (Diğer) Sulu,   230
KASTAMONU,9,DEVREKANİ,Buğday (Durum) Kuru,   160
KASTAMONU,9,DEVREKANİ,Buğday (Durum) Sulu,   230
KASTAMONU,9,DEVREKANİ,Buğday (Diğer) Kuru,   160
KASTAMONU,9,DEVREKANİ,Buğday (Diğer) Sulu,   230
KASTAMONU,10,DOĞANYURT,Buğday (Durum) Kuru,   120
KASTAMONU,10,DOĞANYURT,Buğday (Durum) Sulu,   230
KASTAMONU,10,DOĞANYURT,Buğday (Diğer) Kuru,   120
KASTAMONU,10,DOĞANYURT,Buğday (Diğer) Sulu,   230
KASTAMONU,11,HANÖNÜ,Buğday (Durum) Kuru,   140
KASTAMONU,11,HANÖNÜ,Buğday (Durum) Sulu,   200
KASTAMONU,11,HANÖNÜ,Buğday (Diğer) Kuru,   140
KASTAMONU,11,HANÖNÜ,Buğday (Diğer) Sulu,   200
KASTAMONU,12,İHSANGAZİ,Buğday (Durum) Kuru,   160
KASTAMONU,12,İHSANGAZİ,Buğday (Durum) Sulu,   230
KASTAMONU,12,İHSANGAZİ,Buğday (Diğer) Kuru,   160
KASTAMONU,12,İHSANGAZİ,Buğday (Diğer) Sulu,   230
KASTAMONU,13,İNEBOLU,Buğday (Durum) Kuru,   140
KASTAMONU,13,İNEBOLU,Buğday (Durum) Sulu,   220
KASTAMONU,13,İNEBOLU,Buğday (Diğer) Kuru,   140
KASTAMONU,13,İNEBOLU,Buğday (Diğer) Sulu,   220
KASTAMONU,14,KÜRE,Buğday (Durum) Kuru,   160
KASTAMONU,14,KÜRE,Buğday (Durum) Sulu,   230
KASTAMONU,14,KÜRE,Buğday (Diğer) Kuru,   160
KASTAMONU,14,KÜRE,Buğday (Diğer) Sulu,   230
KASTAMONU,15,PINARBAŞI,Buğday (Durum) Kuru,   120
KASTAMONU,15,PINARBAŞI,Buğday (Durum) Sulu,   230
KASTAMONU,15,PINARBAŞI,Buğday (Diğer) Kuru,   120
KASTAMONU,15,PINARBAŞI,Buğday (Diğer) Sulu,   230
KASTAMONU,16,SEYDİLER,Buğday (Durum) Kuru,   160
KASTAMONU,16,SEYDİLER,Buğday (Durum) Sulu,   250
KASTAMONU,16,SEYDİLER,Buğday (Diğer) Kuru,   160
KASTAMONU,16,SEYDİLER,Buğday (Diğer) Sulu,   250
KASTAMONU,17,ŞENPAZAR,Buğday (Durum) Kuru,   150
KASTAMONU,17,ŞENPAZAR,Buğday (Durum) Sulu,   250
KASTAMONU,17,ŞENPAZAR,Buğday (Diğer) Kuru,   150
KASTAMONU,17,ŞENPAZAR,Buğday (Diğer) Sulu,   250
KASTAMONU,18,TAŞKÖPRÜ,Buğday (Durum) Kuru,   150
KASTAMONU,18,TAŞKÖPRÜ,Buğday (Durum) Sulu,   250
KASTAMONU,18,TAŞKÖPRÜ,Buğday (Diğer) Kuru,   150
KASTAMONU,18,TAŞKÖPRÜ,Buğday (Diğer) Sulu,   250
KASTAMONU,19,TOSYA,Buğday (Durum) Kuru,   120
KASTAMONU,19,TOSYA,Buğday (Durum) Sulu,   140
KASTAMONU,19,TOSYA,Buğday (Diğer) Kuru,   120
KASTAMONU,19,TOSYA,Buğday (Diğer) Sulu,   140
KAYSERİ,1,KOCASİNAN,Buğday (Durum) Kuru,   150
KAYSERİ,1,KOCASİNAN,Buğday (Durum) Sulu,   350
KAYSERİ,1,KOCASİNAN,Buğday (Diğer) Kuru,   150
KAYSERİ,1,KOCASİNAN,Buğday (Diğer) Sulu,   350
KAYSERİ,2,MELİKGAZİ,Buğday (Durum) Kuru,   185
KAYSERİ,2,MELİKGAZİ,Buğday (Durum) Sulu,   340
KAYSERİ,2,MELİKGAZİ,Buğday (Diğer) Kuru,   185
KAYSERİ,2,MELİKGAZİ,Buğday (Diğer) Sulu,   340
KAYSERİ,3,AKKIŞLA,Buğday (Durum) Kuru,   230
KAYSERİ,3,AKKIŞLA,Buğday (Durum) Sulu,   300
KAYSERİ,3,AKKIŞLA,Buğday (Diğer) Kuru,   230
KAYSERİ,3,AKKIŞLA,Buğday (Diğer) Sulu,   300
KAYSERİ,4,BÜNYAN,Buğday (Durum) Kuru,   200
KAYSERİ,4,BÜNYAN,Buğday (Durum) Sulu,   355
KAYSERİ,4,BÜNYAN,Buğday (Diğer) Kuru,   200
KAYSERİ,4,BÜNYAN,Buğday (Diğer) Sulu,   350
KAYSERİ,5,DEVELİ,Buğday (Durum) Kuru,   200
KAYSERİ,5,DEVELİ,Buğday (Durum) Sulu,   330
KAYSERİ,5,DEVELİ,Buğday (Diğer) Kuru,   200
KAYSERİ,5,DEVELİ,Buğday (Diğer) Sulu,   330
KAYSERİ,6,FELAHİYE,Buğday (Durum) Kuru,   185
KAYSERİ,6,FELAHİYE,Buğday (Durum) Sulu,   235
KAYSERİ,6,FELAHİYE,Buğday (Diğer) Kuru,   185
KAYSERİ,6,FELAHİYE,Buğday (Diğer) Sulu,   235
KAYSERİ,7,HACILAR,Buğday (Durum) Kuru,   130
KAYSERİ,7,HACILAR,Buğday (Durum) Sulu,   350
KAYSERİ,7,HACILAR,Buğday (Diğer) Kuru,   130
KAYSERİ,7,HACILAR,Buğday (Diğer) Sulu,   350
KAYSERİ,8,İNCESU,Buğday (Durum) Kuru,   150
KAYSERİ,8,İNCESU,Buğday (Durum) Sulu,   350
KAYSERİ,8,İNCESU,Buğday (Diğer) Kuru,   150
KAYSERİ,8,İNCESU,Buğday (Diğer) Sulu,   350
KAYSERİ,9,ÖZVATAN,Buğday (Durum) Kuru,   175
